Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Middle East and North Africa,Morocco,Vegetables,Online,L,2/6/2011,547327125,3/2/2011,5114,154.06,90.93,787862.84,465016.02,322846.82
Middle East and North Africa,Israel,Clothes,Offline,M,4/20/2016,761883676,4/28/2016,7165,109.28,35.84,782991.20,256793.60,526197.60
Middle East and North Africa,Saudi Arabia,Vegetables,Online,L,3/26/2013,603742778,4/10/2013,9759,154.06,90.93,1503471.54,887385.87,616085.67
Australia and Oceania,Marshall Islands,Meat,Online,C,4/27/2012,590140759,5/30/2012,4620,421.89,364.69,1949131.80,1684867.80,264264.00
Europe,Belgium,Meat,Offline,H,2/25/2020,408626449,4/4/2020,502,421.89,364.69,211788.78,183074.38,28714.40
Middle East and North Africa,Iraq,Personal Care,Offline,H,9/23/2012,267061173,10/17/2012,8191,81.73,56.67,669450.43,464183.97,205266.46
Sub-Saharan Africa,Sao Tome and Principe,Baby Food,Offline,M,9/8/2015,443618762,9/23/2015,5505,255.28,159.42,1405316.40,877607.10,527709.30
Europe,Poland,Household,Online,C,5/21/2013,836785542,5/27/2013,2292,668.27,502.54,1531674.84,1151821.68,379853.16
North America,United States of America,Snacks,Offline,C,6/5/2018,515360343,7/1/2018,5433,152.58,97.44,828967.14,529391.52,299575.62
Central America and the Caribbean,Barbados,Vegetables,Offline,H,10/30/2012,868454492,11/18/2012,3838,154.06,90.93,591282.28,348989.34,242292.94
Europe,Czech Republic,Beverages,Online,H,7/21/2017,655491816,8/6/2017,3450,47.45,31.79,163702.50,109675.50,54027.00
Central America and the Caribbean,The Bahamas,Meat,Offline,C,4/11/2012,956208646,4/24/2012,2242,421.89,364.69,945877.38,817634.98,128242.40
Europe,Greece,Clothes,Online,M,8/14/2015,220653808,9/26/2015,5220,109.28,35.84,570441.60,187084.80,383356.80
Sub-Saharan Africa,Equatorial Guinea,Cosmetics,Online,M,8/12/2015,119188630,8/13/2015,9419,437.20,263.33,4117986.80,2480305.27,1637681.53
Asia,Maldives,Meat,Online,L,11/2/2017,592486941,11/27/2017,8907,421.89,364.69,3757774.23,3248293.83,509480.40
Central America and the Caribbean,Trinidad and Tobago,Baby Food,Offline,M,9/11/2018,301535069,9/22/2018,9783,255.28,159.42,2497404.24,1559605.86,937798.38
Middle East and North Africa,Afghanistan,Fruits,Online,H,9/22/2010,677631843,11/7/2010,5176,9.33,6.92,48292.08,35817.92,12474.16
Asia,Taiwan,Vegetables,Online,C,1/24/2020,972388589,2/23/2020,247,154.06,90.93,38052.82,22459.71,15593.11
Europe,Sweden,Clothes,Online,L,7/15/2015,507729136,7/15/2015,7189,109.28,35.84,785613.92,257653.76,527960.16
Middle East and North Africa,Azerbaijan,Office Supplies,Online,H,3/29/2010,925889813,4/6/2010,226,651.21,524.96,147173.46,118640.96,28532.50
Europe,Croatia,Personal Care,Online,M,6/8/2013,339419448,7/23/2013,612,81.73,56.67,50018.76,34682.04,15336.72
Asia,Nepal,Cosmetics,Offline,C,6/30/2014,981179368,7/11/2014,1634,437.20,263.33,714384.80,430281.22,284103.58
Asia,Brunei,Cereal,Offline,H,5/3/2020,654343402,6/22/2020,3608,205.70,117.11,742165.60,422532.88,319632.72
Europe,Russia,Cereal,Online,L,12/30/2017,382397878,1/12/2018,8885,205.70,117.11,1827644.50,1040522.35,787122.15
Middle East and North Africa,Yemen,Cereal,Offline,M,1/21/2012,359141623,3/8/2012,6842,205.70,117.11,1407399.40,801266.62,606132.78
Asia,Myanmar,Household,Online,M,4/15/2019,398685967,4/18/2019,8892,668.27,502.54,5942256.84,4468585.68,1473671.16
Asia,Bhutan,Personal Care,Offline,H,7/18/2020,385454738,8/17/2020,3477,81.73,56.67,284175.21,197041.59,87133.62
Australia and Oceania,Vanuatu,Cereal,Offline,C,7/29/2019,724184262,8/31/2019,1071,205.70,117.11,220304.70,125424.81,94879.89
Europe,Lithuania,Beverages,Online,L,4/10/2016,989923369,4/18/2016,9178,47.45,31.79,435496.10,291768.62,143727.48
Europe,Spain,Fruits,Offline,H,1/20/2012,378033387,2/4/2012,7335,9.33,6.92,68435.55,50758.20,17677.35
Sub-Saharan Africa,Togo,Meat,Online,L,2/28/2015,854188144,2/28/2015,2109,421.89,364.69,889766.01,769131.21,120634.80
Asia,Vietnam,Clothes,Online,M,12/20/2013,404373967,1/15/2014,2098,109.28,35.84,229269.44,75192.32,154077.12
Middle East and North Africa,Afghanistan,Vegetables,Offline,C,5/26/2014,684889686,7/4/2014,2933,154.06,90.93,451857.98,266697.69,185160.29
Sub-Saharan Africa,Djibouti,Cereal,Offline,L,3/4/2013,272346627,3/7/2013,2274,205.70,117.11,467761.80,266308.14,201453.66
Asia,Myanmar,Cereal,Online,C,11/13/2013,513668620,12/1/2013,4814,205.70,117.11,990239.80,563767.54,426472.26
Europe,Croatia,Fruits,Offline,L,11/15/2010,576091992,1/3/2011,7277,9.33,6.92,67894.41,50356.84,17537.57
Sub-Saharan Africa,Tanzania,Office Supplies,Offline,M,2/13/2016,597165572,3/30/2016,3418,651.21,524.96,2225835.78,1794313.28,431522.50
Middle East and North Africa,Kuwait,Fruits,Offline,L,12/15/2010,334750688,1/10/2011,9022,9.33,6.92,84175.26,62432.24,21743.02
Australia and Oceania,Tuvalu,Personal Care,Offline,C,9/3/2015,517021167,10/15/2015,6907,81.73,56.67,564509.11,391419.69,173089.42
Australia and Oceania,East Timor,Clothes,Online,H,12/24/2019,592463338,1/3/2020,1922,109.28,35.84,210036.16,68884.48,141151.68
Asia,North Korea,Personal Care,Online,C,6/6/2020,979876029,7/13/2020,5947,81.73,56.67,486048.31,337016.49,149031.82
Europe,Belgium,Cosmetics,Online,C,2/3/2015,818370568,3/16/2015,2892,437.20,263.33,1264382.40,761550.36,502832.04
Asia,Bangladesh,Cosmetics,Online,M,7/27/2019,217370784,8/23/2019,3700,437.20,263.33,1617640.00,974321.00,643319.00
Europe,Iceland,Personal Care,Online,L,11/22/2018,706613004,12/9/2018,1345,81.73,56.67,109926.85,76221.15,33705.70
Asia,China,Snacks,Online,C,8/21/2015,286146056,9/10/2015,5832,152.58,97.44,889846.56,568270.08,321576.48
Europe,Netherlands,Beverages,Offline,H,11/18/2013,176331269,11/23/2013,9196,47.45,31.79,436350.20,292340.84,144009.36
North America,Greenland,Baby Food,Offline,L,11/9/2013,767842471,12/13/2013,505,255.28,159.42,128916.40,80507.10,48409.30
Asia,Laos,Beverages,Offline,H,4/22/2017,271665990,5/21/2017,858,47.45,31.79,40712.10,27275.82,13436.28
Middle East and North Africa,Oman,Personal Care,Offline,L,6/7/2011,569100654,6/9/2011,8385,81.73,56.67,685306.05,475177.95,210128.10
Asia,Japan,Snacks,Online,L,1/7/2017,461757791,2/4/2017,3246,152.58,97.44,495274.68,316290.24,178984.44
Australia and Oceania,Tuvalu,Office Supplies,Offline,L,12/5/2018,621561229,12/24/2018,2635,651.21,524.96,1715938.35,1383269.60,332668.75
Europe,Macedonia,Beverages,Online,C,3/22/2014,440747296,3/24/2014,5774,47.45,31.79,273976.30,183555.46,90420.84
Asia,Japan,Baby Food,Offline,H,7/4/2017,281864821,8/16/2017,8919,255.28,159.42,2276842.32,1421866.98,854975.34
Europe,Slovenia,Baby Food,Online,C,10/21/2012,127775132,11/7/2012,356,255.28,159.42,90879.68,56753.52,34126.16
Sub-Saharan Africa,Lesotho,Personal Care,Offline,L,5/21/2012,931652057,7/2/2012,5402,81.73,56.67,441505.46,306131.34,135374.12
Sub-Saharan Africa,Mozambique,Snacks,Online,C,4/30/2019,566981923,6/15/2019,1405,152.58,97.44,214374.90,136903.20,77471.70
Sub-Saharan Africa,Togo,Cosmetics,Online,L,6/21/2011,577563560,8/9/2011,2747,437.20,263.33,1200988.40,723367.51,477620.89
Middle East and North Africa,Libya,Clothes,Online,C,12/8/2010,327508294,1/6/2011,5837,109.28,35.84,637867.36,209198.08,428669.28
Europe,Croatia,Household,Online,H,8/16/2014,151239955,8/23/2014,4118,668.27,502.54,2751935.86,2069459.72,682476.14
Sub-Saharan Africa,Cape Verde,Beverages,Offline,C,3/26/2010,903494870,4/11/2010,3065,47.45,31.79,145434.25,97436.35,47997.90
Middle East and North Africa,Lebanon,Meat,Online,L,9/14/2013,809321868,10/11/2013,5181,421.89,364.69,2185812.09,1889458.89,296353.20
Central America and the Caribbean,Dominica,Cosmetics,Offline,L,5/28/2010,414082276,6/19/2010,5002,437.20,263.33,2186874.40,1317176.66,869697.74
Australia and Oceania,Tuvalu,Beverages,Online,L,12/8/2013,333449923,1/3/2014,4097,47.45,31.79,194402.65,130243.63,64159.02
Europe,Monaco,Vegetables,Offline,H,1/6/2018,803411138,1/28/2018,6064,154.06,90.93,934219.84,551399.52,382820.32
Europe,France,Cereal,Offline,L,7/8/2012,330264747,8/14/2012,1533,205.70,117.11,315338.10,179529.63,135808.47
Asia,Kazakhstan,Household,Online,H,3/18/2010,640622079,3/23/2010,3164,668.27,502.54,2114406.28,1590036.56,524369.72
Middle East and North Africa,Morocco,Household,Online,C,1/8/2020,831406962,1/11/2020,651,668.27,502.54,435043.77,327153.54,107890.23
Europe,Poland,Vegetables,Offline,C,4/14/2020,519855725,5/5/2020,5716,154.06,90.93,880606.96,519755.88,360851.08
Sub-Saharan Africa,Gabon,Cosmetics,Offline,L,8/7/2017,293517196,9/11/2017,7116,437.20,263.33,3111115.20,1873856.28,1237258.92
Australia and Oceania,Solomon Islands,Vegetables,Offline,M,1/17/2020,360252702,2/21/2020,5635,154.06,90.93,868128.10,512390.55,355737.55
Europe,Latvia,Baby Food,Offline,H,6/25/2010,998236072,8/14/2010,9091,255.28,159.42,2320750.48,1449287.22,871463.26
Middle East and North Africa,Azerbaijan,Cosmetics,Online,L,1/17/2016,305953633,2/7/2016,7334,437.20,263.33,3206424.80,1931262.22,1275162.58
Sub-Saharan Africa,Mauritius ,Baby Food,Online,M,4/2/2017,952204215,5/2/2017,7242,255.28,159.42,1848737.76,1154519.64,694218.12
Sub-Saharan Africa,Malawi,Vegetables,Offline,M,7/8/2017,726099145,7/27/2017,7727,154.06,90.93,1190421.62,702616.11,487805.51
Australia and Oceania,Marshall Islands,Cosmetics,Offline,M,5/27/2016,187062251,6/17/2016,4732,437.20,263.33,2068830.40,1246077.56,822752.84
Australia and Oceania,Nauru,Baby Food,Online,C,12/24/2014,414829862,1/23/2015,6229,255.28,159.42,1590139.12,993027.18,597111.94
Australia and Oceania,Federated States of Micronesia,Snacks,Offline,H,6/23/2010,759450805,7/22/2010,7225,152.58,97.44,1102390.50,704004.00,398386.50
Australia and Oceania,Australia,Baby Food,Offline,H,4/26/2012,191286408,5/12/2012,4754,255.28,159.42,1213601.12,757882.68,455718.44
Middle East and North Africa,Turkey,Vegetables,Online,L,5/23/2015,451010501,6/17/2015,2885,154.06,90.93,444463.10,262333.05,182130.05
Middle East and North Africa,Syria,Cereal,Online,M,2/2/2016,199609410,2/6/2016,7715,205.70,117.11,1586975.50,903503.65,683471.85
North America,United States of America,Clothes,Online,C,8/27/2017,868381965,10/7/2017,2376,109.28,35.84,259649.28,85155.84,174493.44
Sub-Saharan Africa,Equatorial Guinea,Personal Care,Offline,C,2/20/2014,808939492,3/26/2014,2027,81.73,56.67,165666.71,114870.09,50796.62
Sub-Saharan Africa,Ethiopia,Snacks,Offline,L,2/20/2017,243205821,3/13/2017,8862,152.58,97.44,1352163.96,863513.28,488650.68
Europe,Montenegro,Household,Offline,H,5/16/2018,813417279,5/20/2018,7104,668.27,502.54,4747390.08,3570044.16,1177345.92
Asia,Indonesia,Cereal,Offline,C,5/25/2016,632122695,6/16/2016,8007,205.70,117.11,1647039.90,937699.77,709340.13
Central America and the Caribbean,Trinidad and Tobago,Cosmetics,Offline,M,4/14/2011,132183396,5/13/2011,4859,437.20,263.33,2124354.80,1279520.47,844834.33
Sub-Saharan Africa,Mozambique,Snacks,Offline,C,8/24/2020,716773211,9/8/2020,7976,152.58,97.44,1216978.08,777181.44,439796.64
Australia and Oceania,Marshall Islands,Snacks,Online,L,2/17/2010,709378468,3/25/2010,9708,152.58,97.44,1481246.64,945947.52,535299.12
Sub-Saharan Africa,Malawi,Cereal,Offline,L,5/24/2016,303797996,6/25/2016,9433,205.70,117.11,1940368.10,1104698.63,835669.47
Asia,Myanmar,Cereal,Online,C,6/12/2013,214143121,6/23/2013,8563,205.70,117.11,1761409.10,1002812.93,758596.17
Sub-Saharan Africa,Swaziland,Personal Care,Offline,H,3/19/2014,324837672,4/5/2014,5541,81.73,56.67,452865.93,314008.47,138857.46
Middle East and North Africa,Azerbaijan,Beverages,Online,M,10/1/2011,140617978,10/8/2011,839,47.45,31.79,39810.55,26671.81,13138.74
Middle East and North Africa,United Arab Emirates,Snacks,Online,M,8/24/2016,136532866,9/20/2016,1964,152.58,97.44,299667.12,191372.16,108294.96
Europe,Montenegro,Office Supplies,Offline,M,8/15/2019,407943665,9/21/2019,8451,651.21,524.96,5503375.71,4436436.96,1066938.75
Europe,Finland,Cosmetics,Online,M,3/24/2018,220524203,4/26/2018,6867,437.20,263.33,3002252.40,1808287.11,1193965.29
Europe,Slovenia,Cosmetics,Online,M,7/14/2011,260260808,8/9/2011,5812,437.20,263.33,2541006.40,1530473.96,1010532.44
Sub-Saharan Africa,Mauritius ,Household,Offline,M,2/24/2016,383452308,3/11/2016,914,668.27,502.54,610798.78,459321.56,151477.22
Asia,Tajikistan,Personal Care,Online,C,2/9/2018,966710031,2/23/2018,9835,81.73,56.67,803814.55,557349.45,246465.10
Central America and the Caribbean,Grenada,Baby Food,Offline,C,4/18/2010,656957805,5/9/2010,7268,255.28,159.42,1855375.04,1158664.56,696710.48
Europe,Greece,Clothes,Online,H,3/4/2019,421431958,3/4/2019,9936,109.28,35.84,1085806.08,356106.24,729699.84
Sub-Saharan Africa,South Sudan,Clothes,Offline,L,11/25/2013,397681319,11/30/2013,1595,109.28,35.84,174301.60,57164.80,117136.80
Europe,Vatican City,Personal Care,Offline,M,8/10/2018,343567216,8/10/2018,8029,81.73,56.67,656210.17,455003.43,201206.74
Asia,Laos,Cosmetics,Offline,M,10/20/2010,987263476,11/29/2010,2057,437.20,263.33,899320.40,541669.81,357650.59
Middle East and North Africa,Bahrain,Snacks,Online,M,4/11/2012,877256429,5/20/2012,8527,152.58,97.44,1301049.66,830870.88,470178.78
Sub-Saharan Africa,Sao Tome and Principe,Vegetables,Online,C,8/4/2019,432344901,8/8/2019,9319,154.06,90.93,1435685.14,847376.67,588308.47
Asia,Malaysia,Snacks,Online,C,2/10/2020,591640222,2/14/2020,8344,152.58,97.44,1273127.52,813039.36,460088.16
Middle East and North Africa,Afghanistan,Beverages,Offline,H,10/1/2018,564566218,11/16/2018,6545,47.45,31.79,310560.25,208065.55,102494.70
Europe,Belgium,Clothes,Online,M,3/27/2011,980859220,5/15/2011,6895,109.28,35.84,753485.60,247116.80,506368.80
Asia,Uzbekistan,Personal Care,Online,M,10/30/2010,740568053,11/20/2010,9399,81.73,56.67,768180.27,532641.33,235538.94
Middle East and North Africa,Azerbaijan,Office Supplies,Offline,L,12/3/2010,164054048,1/6/2011,6093,651.21,524.96,3967822.53,3198581.28,769241.25
Middle East and North Africa,Syria,Meat,Online,H,9/30/2011,541991031,11/18/2011,6045,421.89,364.69,2550325.05,2204551.05,345774.00
Middle East and North Africa,Israel,Personal Care,Offline,L,1/14/2015,985365331,2/20/2015,353,81.73,56.67,28850.69,20004.51,8846.18
Middle East and North Africa,Afghanistan,Clothes,Online,H,9/12/2018,675475776,9/23/2018,7147,109.28,35.84,781024.16,256148.48,524875.68
Middle East and North Africa,Kuwait,Personal Care,Offline,M,6/6/2011,213933694,7/22/2011,6589,81.73,56.67,538518.97,373398.63,165120.34
Sub-Saharan Africa,Guinea,Cereal,Offline,M,3/4/2010,272662913,3/8/2010,5870,205.70,117.11,1207459.00,687435.70,520023.30
Middle East and North Africa,Qatar,Household,Offline,C,12/30/2011,243899762,1/11/2012,4214,668.27,502.54,2816089.78,2117703.56,698386.22
Europe,Austria,Cereal,Online,H,2/9/2010,490193068,3/16/2010,7877,205.70,117.11,1620298.90,922475.47,697823.43
Central America and the Caribbean,Dominica,Household,Online,H,8/16/2020,994404160,10/4/2020,5144,668.27,502.54,3437580.88,2585065.76,852515.12
Asia,Turkmenistan,Beverages,Offline,C,1/12/2013,909706866,2/2/2013,1332,47.45,31.79,63203.40,42344.28,20859.12
Sub-Saharan Africa,Mozambique,Cosmetics,Online,L,10/17/2011,809587514,11/18/2011,3791,437.20,263.33,1657425.20,998284.03,659141.17
Australia and Oceania,Palau,Clothes,Online,M,2/22/2016,437844932,4/10/2016,6900,109.28,35.84,754032.00,247296.00,506736.00
Sub-Saharan Africa,Eritrea,Household,Online,H,2/14/2016,958590447,2/14/2016,7070,668.27,502.54,4724668.90,3552957.80,1171711.10
Sub-Saharan Africa,Cote d'Ivoire,Fruits,Online,C,4/27/2019,906247889,5/5/2019,7744,9.33,6.92,72251.52,53588.48,18663.04
Europe,Italy,Vegetables,Online,C,6/7/2013,235553586,6/11/2013,4395,154.06,90.93,677093.70,399637.35,277456.35
Central America and the Caribbean,Dominica,Baby Food,Offline,H,5/30/2014,771556365,6/8/2014,9529,255.28,159.42,2432563.12,1519113.18,913449.94
Asia,Kyrgyzstan,Baby Food,Online,M,4/22/2018,359617555,4/30/2018,7681,255.28,159.42,1960805.68,1224505.02,736300.66
Australia and Oceania,Palau,Fruits,Online,C,5/3/2017,515410983,5/25/2017,418,9.33,6.92,3899.94,2892.56,1007.38
Europe,Cyprus,Vegetables,Offline,H,11/30/2015,574922978,1/6/2016,1340,154.06,90.93,206440.40,121846.20,84594.20
North America,United States of America,Baby Food,Offline,H,8/8/2014,844452369,9/4/2014,1076,255.28,159.42,274681.28,171535.92,103145.36
Australia and Oceania,New Zealand,Clothes,Offline,H,6/25/2015,350610482,7/25/2015,2288,109.28,35.84,250032.64,82001.92,168030.72
Middle East and North Africa,Turkey,Cosmetics,Offline,M,10/11/2016,890321147,10/31/2016,4667,437.20,263.33,2040412.40,1228961.11,811451.29
Asia,Indonesia,Office Supplies,Online,C,3/24/2018,280820691,5/1/2018,9938,651.21,524.96,6471724.98,5217052.48,1254672.50
Middle East and North Africa,Yemen,Cereal,Online,M,9/19/2015,909657943,9/27/2015,6855,205.70,117.11,1410073.50,802789.05,607284.45
Sub-Saharan Africa,Nigeria,Fruits,Offline,C,5/3/2017,284694230,5/27/2017,6204,9.33,6.92,57883.32,42931.68,14951.64
Asia,Bhutan,Cosmetics,Online,M,8/21/2016,484103381,9/1/2016,5803,437.20,263.33,2537071.60,1528103.99,1008967.61
Australia and Oceania,East Timor,Snacks,Online,L,5/16/2019,506371724,5/30/2019,5501,152.58,97.44,839342.58,536017.44,303325.14
Middle East and North Africa,Afghanistan,Vegetables,Online,H,9/30/2016,320298087,10/11/2016,2177,154.06,90.93,335388.62,197954.61,137434.01
Asia,Singapore,Personal Care,Offline,C,3/5/2012,414993798,4/22/2012,4742,81.73,56.67,387563.66,268729.14,118834.52
Central America and the Caribbean,Honduras,Meat,Offline,C,12/2/2015,449882686,12/5/2015,9139,421.89,364.69,3855652.71,3332901.91,522750.80
Europe,Luxembourg,Clothes,Offline,H,5/8/2018,604701077,6/1/2018,3341,109.28,35.84,365104.48,119741.44,245363.04
Central America and the Caribbean,El Salvador,Cereal,Offline,M,9/11/2016,229497802,10/25/2016,2354,205.70,117.11,484217.80,275676.94,208540.86
Middle East and North Africa,Azerbaijan,Cereal,Online,M,5/21/2020,994634187,5/29/2020,3214,205.70,117.11,661119.80,376391.54,284728.26
Europe,Spain,Office Supplies,Online,L,8/12/2013,140784060,8/15/2013,9987,651.21,524.96,6503634.27,5242775.52,1260858.75
Sub-Saharan Africa,Tanzania,Office Supplies,Online,M,2/25/2014,828933751,3/23/2014,8773,651.21,524.96,5713065.33,4605474.08,1107591.25
Asia,Brunei,Meat,Online,H,7/24/2014,890382087,8/6/2014,2701,421.89,364.69,1139524.89,985027.69,154497.20
Europe,Macedonia,Baby Food,Offline,H,7/30/2019,476740396,8/14/2019,6932,255.28,159.42,1769600.96,1105099.44,664501.52
Asia,Kyrgyzstan,Cereal,Offline,C,6/1/2019,709932506,6/20/2019,3660,205.70,117.11,752862.00,428622.60,324239.40
Sub-Saharan Africa,Kenya,Baby Food,Offline,L,6/23/2016,532194745,7/20/2016,7106,255.28,159.42,1814019.68,1132838.52,681181.16
Sub-Saharan Africa,Mauritania,Snacks,Offline,M,1/11/2020,756075942,2/8/2020,8528,152.58,97.44,1301202.24,830968.32,470233.92
Europe,Armenia,Office Supplies,Offline,H,6/9/2019,914437425,7/4/2019,1210,651.21,524.96,787964.10,635201.60,152762.50
Sub-Saharan Africa,Central African Republic,Snacks,Offline,C,12/6/2010,610453021,12/15/2010,5469,152.58,97.44,834460.02,532899.36,301560.66
Europe,Russia,Clothes,Online,C,8/16/2013,867609059,9/21/2013,3656,109.28,35.84,399527.68,131031.04,268496.64
Europe,Latvia,Cosmetics,Offline,H,9/17/2010,979704368,11/2/2010,5148,437.20,263.33,2250705.60,1355622.84,895082.76
Middle East and North Africa,Azerbaijan,Personal Care,Online,C,12/19/2018,760850274,2/4/2019,1359,81.73,56.67,111071.07,77014.53,34056.54
Sub-Saharan Africa,Namibia,Clothes,Online,M,3/30/2019,995470607,5/1/2019,729,109.28,35.84,79665.12,26127.36,53537.76
Europe,Ireland,Baby Food,Online,C,4/15/2015,288301694,4/24/2015,3733,255.28,159.42,952960.24,595114.86,357845.38
Middle East and North Africa,Iran,Beverages,Online,L,9/8/2017,914392364,10/2/2017,7875,47.45,31.79,373668.75,250346.25,123322.50
Europe,Norway,Snacks,Offline,C,2/28/2017,269103944,4/6/2017,2692,152.58,97.44,410745.36,262308.48,148436.88
Sub-Saharan Africa,Senegal,Cereal,Online,M,4/8/2011,318110263,5/21/2011,4751,205.70,117.11,977280.70,556389.61,420891.09
Sub-Saharan Africa,Zambia,Clothes,Online,C,6/16/2020,847397649,6/20/2020,2650,109.28,35.84,289592.00,94976.00,194616.00
North America,United States of America,Cosmetics,Offline,M,7/27/2018,813264930,8/17/2018,2020,437.20,263.33,883144.00,531926.60,351217.40
Central America and the Caribbean,Belize,Fruits,Online,M,1/7/2013,592323434,1/9/2013,522,9.33,6.92,4870.26,3612.24,1258.02
Middle East and North Africa,Iraq,Cereal,Online,C,1/30/2018,631496989,1/31/2018,2847,205.70,117.11,585627.90,333412.17,252215.73
Europe,Romania,Office Supplies,Online,H,6/12/2017,998021924,7/14/2017,5720,651.21,524.96,3724921.20,3002771.20,722150.00
